backend,chksum,hide_time,retrieve_time
BACKEND_NULL,CHKSUM_NONE,0.5268707275390625,0.6331818103790283
BACKEND_NULL,CHKSUM_NONE,0.5491018295288086,0.6015880107879639
BACKEND_NULL,CHKSUM_NONE,0.5167150497436523,0.6690118312835693
BACKEND_NULL,CHKSUM_NONE,0.5785422325134277,0.5606684684753418
BACKEND_NULL,CHKSUM_NONE,0.3475024700164795,0.6274547576904297
BACKEND_NULL,CHKSUM_NONE,0.3635845184326172,0.6614501476287842
BACKEND_NULL,CHKSUM_NONE,0.5539121627807617,0.49808359146118164
BACKEND_NULL,CHKSUM_NONE,0.4591963291168213,0.6035571098327637
BACKEND_NULL,CHKSUM_NONE,0.5497705936431885,0.6062285900115967
BACKEND_NULL,CHKSUM_NONE,0.5190811157226562,0.6270883083343506
BACKEND_NULL,CHKSUM_NONE,0.4431335926055908,0.6726360321044922
BACKEND_NULL,CHKSUM_NONE,0.5726478099822998,0.5220773220062256
BACKEND_NULL,CHKSUM_NONE,0.5728492736816406,0.550189733505249
BACKEND_NULL,CHKSUM_NONE,0.49385905265808105,0.5501885414123535
BACKEND_NULL,CHKSUM_NONE,0.40541791915893555,0.5538206100463867
BACKEND_NULL,CHKSUM_NONE,0.5791316032409668,0.4619767665863037
BACKEND_NULL,CHKSUM_NONE,0.41600942611694336,0.5279994010925293
BACKEND_NULL,CHKSUM_NONE,0.512399435043335,0.6081981658935547
BACKEND_NULL,CHKSUM_NONE,0.5573184490203857,0.45362281799316406
BACKEND_NULL,CHKSUM_NONE,0.43020129203796387,0.558910608291626
BACKEND_NULL,CHKSUM_NONE,0.5298724174499512,0.6198127269744873
BACKEND_NULL,CHKSUM_NONE,0.5308644771575928,0.5412211418151855
BACKEND_NULL,CHKSUM_NONE,0.4346451759338379,0.5904810428619385
BACKEND_NULL,CHKSUM_NONE,0.4713156223297119,0.5609862804412842
BACKEND_NULL,CHKSUM_NONE,0.42392587661743164,0.6127462387084961
BACKEND_NULL,CHKSUM_NONE,0.7662439346313477,0.6765449047088623
BACKEND_NULL,CHKSUM_NONE,0.44163966178894043,0.6381664276123047
BACKEND_NULL,CHKSUM_NONE,0.47794365882873535,0.42378664016723633
BACKEND_NULL,CHKSUM_NONE,0.575859785079956,0.6006577014923096
BACKEND_NULL,CHKSUM_NONE,0.7738962173461914,0.6075563430786133
BACKEND_NULL,CHKSUM_NONE,0.48847126960754395,0.5823361873626709
BACKEND_NULL,CHKSUM_NONE,0.44698500633239746,0.626880407333374
BACKEND_NULL,CHKSUM_NONE,0.43943285942077637,0.6428184509277344
BACKEND_NULL,CHKSUM_NONE,0.5202622413635254,0.6049773693084717
BACKEND_NULL,CHKSUM_NONE,0.48103761672973633,0.9608213901519775
BACKEND_NULL,CHKSUM_NONE,0.46804094314575195,0.5214459896087646
BACKEND_NULL,CHKSUM_NONE,0.5289349555969238,0.6189115047454834
BACKEND_NULL,CHKSUM_NONE,0.7364556789398193,0.649132490158081
BACKEND_NULL,CHKSUM_NONE,0.5679497718811035,0.6363983154296875
BACKEND_NULL,CHKSUM_NONE,0.6778523921966553,0.6054253578186035
BACKEND_NULL,CHKSUM_NONE,0.6137046813964844,0.5950627326965332
BACKEND_NULL,CHKSUM_NONE,0.43724513053894043,0.6154406070709229
BACKEND_NULL,CHKSUM_NONE,0.5797281265258789,0.6590681076049805
BACKEND_NULL,CHKSUM_NONE,0.5288090705871582,0.6288433074951172
BACKEND_NULL,CHKSUM_NONE,0.5390820503234863,0.5528912544250488
BACKEND_NULL,CHKSUM_NONE,0.5576436519622803,0.5867764949798584
BACKEND_NULL,CHKSUM_NONE,0.4219846725463867,0.6255950927734375
BACKEND_NULL,CHKSUM_NONE,0.5031499862670898,0.4970109462738037
BACKEND_NULL,CHKSUM_NONE,0.49492979049682617,0.6014575958251953
BACKEND_NULL,CHKSUM_NONE,0.560509443283081,0.5397477149963379
BACKEND_NULL,CHKSUM_CRC32,0.5156939029693604,0.564201831817627
BACKEND_NULL,CHKSUM_CRC32,0.5222063064575195,0.5812442302703857
BACKEND_NULL,CHKSUM_CRC32,0.5198678970336914,0.5759568214416504
BACKEND_NULL,CHKSUM_CRC32,0.5283739566802979,0.4199669361114502
BACKEND_NULL,CHKSUM_CRC32,0.5275952816009521,0.3616373538970947
BACKEND_NULL,CHKSUM_CRC32,0.563852071762085,0.6650428771972656
BACKEND_NULL,CHKSUM_CRC32,0.5528433322906494,0.6099371910095215
BACKEND_NULL,CHKSUM_CRC32,0.5330145359039307,0.5552787780761719
BACKEND_NULL,CHKSUM_CRC32,0.3294637203216553,0.5795834064483643
BACKEND_NULL,CHKSUM_CRC32,0.5617504119873047,0.6217615604400635
BACKEND_NULL,CHKSUM_CRC32,0.45911502838134766,0.5399644374847412
BACKEND_NULL,CHKSUM_CRC32,0.42305827140808105,0.6445267200469971
BACKEND_NULL,CHKSUM_CRC32,0.5521154403686523,0.6352558135986328
BACKEND_NULL,CHKSUM_CRC32,0.592156171798706,0.6836841106414795
BACKEND_NULL,CHKSUM_CRC32,0.5719668865203857,0.560823917388916
BACKEND_NULL,CHKSUM_CRC32,0.46664929389953613,0.40291738510131836
BACKEND_NULL,CHKSUM_CRC32,0.515714168548584,0.620856761932373
BACKEND_NULL,CHKSUM_CRC32,0.44310760498046875,0.629025936126709
BACKEND_NULL,CHKSUM_CRC32,0.5488090515136719,0.48853373527526855
BACKEND_NULL,CHKSUM_CRC32,0.5124332904815674,0.5166175365447998
BACKEND_NULL,CHKSUM_CRC32,0.41704320907592773,0.4379143714904785
BACKEND_NULL,CHKSUM_CRC32,0.5769751071929932,0.5103445053100586
BACKEND_NULL,CHKSUM_CRC32,0.5110819339752197,0.5006539821624756
BACKEND_NULL,CHKSUM_CRC32,0.4831404685974121,0.5638971328735352
BACKEND_NULL,CHKSUM_CRC32,0.5906245708465576,0.6357955932617188
BACKEND_NULL,CHKSUM_CRC32,0.5059373378753662,0.5836684703826904
BACKEND_NULL,CHKSUM_CRC32,0.4854888916015625,0.5871644020080566
BACKEND_NULL,CHKSUM_CRC32,0.49937009811401367,0.4682345390319824
BACKEND_NULL,CHKSUM_CRC32,0.6150343418121338,0.6219589710235596
BACKEND_NULL,CHKSUM_CRC32,0.4935567378997803,0.6354422569274902
BACKEND_NULL,CHKSUM_CRC32,0.39605283737182617,0.5680575370788574
BACKEND_NULL,CHKSUM_CRC32,0.5316851139068604,0.580906867980957
BACKEND_NULL,CHKSUM_CRC32,0.4578726291656494,0.5956618785858154
BACKEND_NULL,CHKSUM_CRC32,0.5636353492736816,0.5812480449676514
BACKEND_NULL,CHKSUM_CRC32,0.44251465797424316,0.6361114978790283
BACKEND_NULL,CHKSUM_CRC32,0.3837904930114746,0.6148161888122559
BACKEND_NULL,CHKSUM_CRC32,0.5358047485351562,0.5276954174041748
BACKEND_NULL,CHKSUM_CRC32,0.5230634212493896,0.563957691192627
BACKEND_NULL,CHKSUM_CRC32,0.578784704208374,0.5695621967315674
BACKEND_NULL,CHKSUM_CRC32,0.3987865447998047,0.5773928165435791
BACKEND_NULL,CHKSUM_CRC32,0.3777132034301758,0.5364439487457275
BACKEND_NULL,CHKSUM_CRC32,0.5325887203216553,0.6291191577911377
BACKEND_NULL,CHKSUM_CRC32,0.48125720024108887,0.5509657859802246
BACKEND_NULL,CHKSUM_CRC32,0.5425558090209961,0.5653026103973389
BACKEND_NULL,CHKSUM_CRC32,0.49606895446777344,0.6728794574737549
BACKEND_NULL,CHKSUM_CRC32,0.5698668956756592,0.5349624156951904
BACKEND_NULL,CHKSUM_CRC32,0.5329489707946777,0.41585588455200195
BACKEND_NULL,CHKSUM_CRC32,0.40241265296936035,0.4580249786376953
BACKEND_NULL,CHKSUM_CRC32,0.5264813899993896,0.5720529556274414
BACKEND_NULL,CHKSUM_CRC32,0.47556185722351074,0.6196131706237793
BACKEND_NULL,CHKSUM_MD5,0.521460771560669,0.48736119270324707
BACKEND_NULL,CHKSUM_MD5,0.48767662048339844,0.44245266914367676
BACKEND_NULL,CHKSUM_MD5,0.45893096923828125,0.5579955577850342
BACKEND_NULL,CHKSUM_MD5,0.36431097984313965,0.4686732292175293
BACKEND_NULL,CHKSUM_MD5,0.403580904006958,0.5227162837982178
BACKEND_NULL,CHKSUM_MD5,0.47237348556518555,0.49187707901000977
BACKEND_NULL,CHKSUM_MD5,0.4679689407348633,0.535789966583252
BACKEND_NULL,CHKSUM_MD5,0.48632192611694336,0.6069912910461426
BACKEND_NULL,CHKSUM_MD5,0.5701625347137451,0.622194766998291
BACKEND_NULL,CHKSUM_MD5,0.3657987117767334,0.6363961696624756
BACKEND_NULL,CHKSUM_MD5,0.48421812057495117,0.6031780242919922
BACKEND_NULL,CHKSUM_MD5,0.5246725082397461,0.5667514801025391
BACKEND_NULL,CHKSUM_MD5,0.47010254859924316,0.585883378982544
BACKEND_NULL,CHKSUM_MD5,0.44713258743286133,0.5948467254638672
BACKEND_NULL,CHKSUM_MD5,0.5300519466400146,0.5664105415344238
BACKEND_NULL,CHKSUM_MD5,0.5025467872619629,0.605961799621582
BACKEND_NULL,CHKSUM_MD5,0.5092945098876953,0.6059339046478271
BACKEND_NULL,CHKSUM_MD5,0.5300257205963135,0.6297051906585693
BACKEND_NULL,CHKSUM_MD5,0.43984365463256836,0.4276576042175293
BACKEND_NULL,CHKSUM_MD5,0.5167405605316162,0.614630937576294
BACKEND_NULL,CHKSUM_MD5,0.6054868698120117,0.5488381385803223
BACKEND_NULL,CHKSUM_MD5,0.60756516456604,0.647388219833374
BACKEND_NULL,CHKSUM_MD5,0.45117759704589844,0.5480575561523438
BACKEND_NULL,CHKSUM_MD5,0.6130497455596924,0.5930788516998291
BACKEND_NULL,CHKSUM_MD5,0.4625132083892822,0.5757627487182617
BACKEND_NULL,CHKSUM_MD5,0.548175573348999,0.6321072578430176
BACKEND_NULL,CHKSUM_MD5,0.31835055351257324,0.5417711734771729
BACKEND_NULL,CHKSUM_MD5,0.5012185573577881,0.6309854984283447
BACKEND_NULL,CHKSUM_MD5,0.4071974754333496,0.5810971260070801
BACKEND_NULL,CHKSUM_MD5,0.41471171379089355,0.5546271800994873
BACKEND_NULL,CHKSUM_MD5,0.4538416862487793,0.5589556694030762
BACKEND_NULL,CHKSUM_MD5,0.5926098823547363,0.5881459712982178
BACKEND_NULL,CHKSUM_MD5,0.6267633438110352,0.5950555801391602
BACKEND_NULL,CHKSUM_MD5,0.42351603507995605,0.543717622756958
BACKEND_NULL,CHKSUM_MD5,0.4800736904144287,0.5657081604003906
BACKEND_NULL,CHKSUM_MD5,0.5710108280181885,0.558417558670044
